length,maxspeed,lanes,highway
146.406,,,residential
44.667,,,residential
88.21700000000001,,,residential
53.403999999999996,,,residential
146.406,,,residential
70.05,,,residential
46.587,,,residential
53.403999999999996,,,residential
144.37,,,residential
80.092,,,residential
78.189,,,residential
144.37,,,residential
79.809,,,residential
81.15100000000001,,,residential
126.955,,,residential
46.587,,,residential
70.05,,,residential
79.176,20 mph,,residential
172.464,20 mph,,residential
172.46399999999997,20 mph,,residential
88.50999999999999,20 mph,,residential
10.11,,3,secondary
70.428,,,residential
147.337,,"['2', '3']",secondary
78.789,,,residential
246.308,,,residential
161.257,,1,residential
79.105,,,residential
78.789,,,residential
143.142,,1,residential
79.105,,,residential
188.22099999999998,,,"['unclassified', 'residential']"
126.0,,1,residential
42.689,,1,tertiary
45.45,,,residential
79.37700000000001,,,residential
118.958,,2,tertiary
82.026,,,residential
79.999,,2,tertiary
77.44999999999999,,2,tertiary
233.732,,2,tertiary
73.929,,,tertiary
82.80799999999999,,,tertiary
233.732,,2,tertiary
51.598,,,residential
64.68499999999999,,,residential
435.13899999999995,,,residential
51.598,,,residential
77.714,,,residential
123.91799999999999,,,residential
92.61500000000001,,,residential
75.76599999999999,,,residential
77.71399999999998,,,residential
124.84200000000001,,,residential
93.873,,,residential
75.76599999999999,,,residential
125.996,,,residential
196.322,,,residential
79.196,,,residential
180.41199999999998,,,residential
116.482,,,residential
58.145999999999994,,,residential
79.196,,,residential
196.845,,,residential
58.146,,,residential
278.96400000000006,,,residential
302.379,,,residential
101.66,,,residential
432.63599999999997,,,residential
239.548,,,residential
403.377,,,residential
80.459,,,residential
101.66,,,residential
274.252,,,residential
443.45700000000005,25 mph,4,secondary
471.74699999999996,,,secondary
573.85,,,secondary
55.053,,,unclassified
339.932,,,unclassified
174.43,,,unclassified
9.558,,2,tertiary
167.34500000000003,,,residential
159.601,,,tertiary
166.559,,,tertiary
101.634,,,tertiary
25.929000000000002,,,tertiary
36.096000000000004,,,tertiary
117.764,,,tertiary
101.63400000000001,,,tertiary
117.764,,,tertiary
171.612,,,tertiary
86.093,,,residential
99.165,,,residential
78.261,,,tertiary
74.945,,,residential
98.14699999999999,,,residential
171.612,,,tertiary
78.261,,,tertiary
142.78700000000003,,,residential
93.183,,,tertiary
31.212,,,tertiary
93.183,,,tertiary
34.730000000000004,,,residential
126.233,,,residential
30.42,,,residential
53.4,,,residential
54.22,,,tertiary
60.853,,,tertiary
85.454,,,residential
57.024,,,tertiary
69.878,,,tertiary
23.847,,,residential
103.16999999999999,,,tertiary
56.074,,,tertiary
53.095,,,residential
69.878,,,tertiary
65.259,,,residential
47.152,,,residential
32.833,,,residential
96.176,,,tertiary
70.327,,,tertiary
54.759,,,residential
58.493,,,tertiary
96.176,,,tertiary
90.209,,,residential
138.896,,,tertiary
71.65299999999999,,,residential
40.507999999999996,,,residential
107.013,,,tertiary
42.176,,,residential
58.469,,,tertiary
54.816,,,residential
107.013,,,tertiary
53.891999999999996,,,residential
55.983999999999995,,,residential
93.013,,,tertiary
104.418,,,tertiary
32.503,,,residential
127.84700000000001,,,residential
30.079,,,tertiary
104.418,,,tertiary
118.804,,,residential
118.929,,,tertiary
30.079,,,tertiary
30.604,,,tertiary
210.484,,,residential
118.929,,,tertiary
21.171,,,tertiary
58.55200000000001,,2,tertiary
30.604,,,tertiary
19.612,,2,tertiary
130.394,,2,primary
16.253,,2,tertiary
167.799,,,residential
16.253,,2,tertiary
97.137,,2,tertiary
113.402,,,residential
287.25200000000007,,2,tertiary
97.137,,2,tertiary
185.88400000000001,,,residential
67.906,,,residential
96.886,,2,tertiary
287.25200000000007,,2,tertiary
126.72200000000001,,,residential
105.792,,2,tertiary
96.886,,2,tertiary
57.718,25 mph,,residential
196.772,25 mph,,residential
86.898,,2,tertiary
105.792,,2,tertiary
70.586,,,primary_link
69.82400000000001,,,primary_link
188.167,,,residential
76.676,,,residential
44.712999999999994,,,residential
42.971,,,residential
78.94,,,residential
113.724,,,residential
78.94,,,residential
137.29399999999998,,,residential
19.063,,,tertiary
218.15499999999997,,,tertiary
76.88199999999999,,,residential
233.71999999999997,,,residential
75.934,,,residential
117.316,,,residential
76.189,,,residential
148.593,,,residential
101.076,,,residential
137.36599999999999,,,residential
14.705,,,residential
22.400000000000002,,,tertiary
42.552,,,tertiary
180.143,,,residential
76.482,,,residential
78.53099999999999,,,residential
76.032,,,residential
180.143,,,residential
82.223,,,residential
70.276,,,residential
76.03200000000001,,,residential
198.903,,,residential
65.586,,,residential
70.276,,,residential
122.495,,,residential
75.87200000000001,,,residential
65.586,,,residential
199.33299999999997,,,residential
79.14599999999999,,,residential
75.87200000000001,,,residential
77.606,,,residential
79.14599999999999,,,residential
199.811,,,residential
77.606,,,residential
99.72,,,residential
48.152,,,residential
42.438,,,residential
84.569,,,residential
182.97699999999998,,,residential
79.121,,,residential
84.569,,,residential
157.688,,,residential
206.03300000000002,,,residential
79.08,,,residential
79.121,,,residential
207.312,,,residential
206.034,,,residential
79.038,,,residential
79.08,,,residential
218.366,,,residential
205.899,,,residential
79.038,,,residential
79.08200000000001,,,residential
216.816,,,residential
205.719,,,residential
79.11999999999999,,,residential
79.08200000000001,,,residential
216.816,,,residential
205.795,,,residential
80.559,,,residential
79.11999999999999,,,residential
205.79500000000002,,,residential
216.015,,,residential
9.923,,,residential
203.86,25 mph,,tertiary
79.73700000000001,,,residential
80.759,,,residential
79.73700000000001,,,residential
202.781,,,residential
156.341,,,residential
147.714,,,residential
80.75899999999999,,,residential
116.816,,,residential
180.82,,,residential
147.714,,,residential
80.36,,,residential
197.53,,,residential
76.575,,,residential
72.478,,,residential
72.478,,,residential
29.418999999999997,,,primary
58.915,,,primary
104.67299999999999,,,residential
150.01999999999998,,,residential
79.953,,,residential
78.251,,,residential
81.711,,,residential
79.953,,,residential
146.855,,,residential
98.01000000000002,,,residential
31.1,,,residential
117.80499999999999,,,residential
81.711,,,residential
190.74900000000002,,,residential
31.1,,,residential
81.28800000000001,,,residential
41.961000000000006,,,residential
44.562,,,residential
183.82000000000002,,,residential
78.24799999999999,,,residential
41.961,,,residential
128.14,,,residential
184.016,,,residential
79.494,,,residential
78.24799999999999,,,residential
183.62,,,residential
78.958,,,residential
79.494,,,residential
79.226,,,residential
78.958,,,residential
183.15499999999997,,,tertiary
166.068,,,tertiary
166.368,,,residential
189.15400000000002,,,residential
103.675,,,residential
79.226,,,residential
166.743,,,residential
164.09300000000002,,,residential
54.708999999999996,,,residential
103.675,,,residential
166.934,,,residential
142.48399999999998,,,residential
79.297,,,residential
54.708999999999996,,,residential
166.12300000000002,,,residential
172.18499999999997,,,residential
78.389,,,residential
79.297,,,residential
138.886,,,residential
166.184,,,residential
118.524,,,residential
78.389,,,residential
168.88600000000002,,,residential
40.86,,,residential
53.731,,,residential
118.524,,,residential
28.419,,2,secondary
61.136,,2,secondary
53.731,,,residential
138.808,25,,residential
78.425,,,residential
167.448,,,residential
79.02000000000001,,,residential
78.49300000000001,,,residential
76.115,,,residential
167.44799999999998,,,residential
98.965,25 mph,,residential
81.78500000000001,25 mph,,residential
105.774,,,residential
79.57000000000001,,,residential
100.097,,,residential
79.012,,,residential
79.259,,,residential
77.556,,,residential
255.50900000000001,,,residential
84.813,,,residential
19.063,,,tertiary
87.393,,,tertiary
169.267,,,residential
78.915,,,residential
35.447,,,residential
20.17,25 mph,2,tertiary
169.267,,,residential
108.116,,,residential
29.018,25 mph,1,residential
60.165,,,residential
84.639,,,tertiary
83.118,,,tertiary
108.11599999999999,,,residential
78.219,,,residential
78.761,,,residential
60.165,,,residential
192.66899999999998,,,residential
79.974,,,residential
78.761,,,residential
81.786,,,residential
204.21500000000003,,,residential
80.573,,,residential
79.974,,,residential
163.11999999999998,,,residential
215.809,,,residential
79.099,,,residential
80.573,,,residential
227.43499999999997,,,residential
163.31900000000002,,,residential
79.032,,,residential
79.099,,,residential
164.109,,,residential
238.40900000000002,,,residential
79.135,,,residential
79.032,,,residential
174.30399999999997,,,residential
239.571,,,residential
79.033,,,residential
79.135,,,residential
185.61700000000002,,,residential
239.745,,,residential
79.033,,,residential
121.71,,,residential
126.15199999999999,,,residential
79.355,,,residential
11.889,,,residential
121.71,,,residential
84.125,,,secondary
76.451,,,residential
111.94200000000001,,,residential
58.581,,,residential
84.063,,,residential
92.034,,,tertiary
22.400000000000002,,,tertiary
127.224,,,residential
184.21799999999996,,,residential
198.251,,,residential
84.969,,"['2', '3']",primary
2.561,,3,primary
87.00699999999999,,,residential
24.939,,,residential
18.492,,,residential
46.57,,2,primary
18.453,,,residential
286.064,,,residential
37.593,,,residential
45.465,,,residential
138.189,,,secondary
222.836,,,secondary
311.318,,2,motorway_link
162.763,,1,motorway_link
465.07599999999996,,"['4', '3']",motorway
58.557,,2,secondary
82.09200000000001,,,primary
113.695,,,motorway_link
87.424,,,motorway_link
79.447,,,tertiary
412.90999999999997,,,tertiary
144.019,,,residential
78.71700000000001,,,residential
107.391,,,secondary
39.095,,,secondary
204.627,,,residential
205.851,,,residential
83.04299999999999,,,residential
82.806,,,residential
110.997,,,tertiary
67.535,,,tertiary
159.36700000000002,20 mph,,residential
212.271,20 mph,,residential
78.51,20 mph,,residential
63.708,20 mph,,residential
28.024,25 mph,2,residential
142.752,,,residential
144.747,,,residential
76.428,,,residential
76.34899999999999,,,residential
75.988,,,residential
77.32199999999999,,,residential
48.041,,,primary
4.256,,,primary
231.159,,,residential
79.201,,,residential
78.887,,,residential
78.75,,,residential
231.159,,,residential
79.762,,,residential
78.513,,,secondary
148.62199999999999,,,residential
78.958,,,residential
36.618,,,residential
148.622,,,residential
36.618,,,residential
150.599,,,residential
80.037,,,tertiary
80.418,,,tertiary
161.909,,,residential
79.38399999999999,,,residential
79.13600000000001,,,residential
263.053,,,residential
79.161,,,residential
79.027,,,residential
79.095,,,tertiary
11.057,,,tertiary
293.38,,,residential
186.25199999999998,,,residential
38.211,,,residential
79.033,,,residential
78.772,,,residential
186.252,,,residential
79.52600000000001,,,residential
39.939,,,residential
78.472,,,residential
39.939,,,residential
237.924,,,residential
113.402,,,residential
80.16199999999999,,,residential
78.472,,,residential
237.678,,,residential
77.712,,,residential
80.16199999999999,,,residential
237.414,,,residential
134.848,,,residential
77.712,,,residential
74.417,,,residential
82.007,,,residential
237.25799999999995,,,residential
39.225,,,residential
74.417,,,residential
63.164,,,primary
48.232,,,residential
84.03800000000001,,,primary_link
35.533,,,residential
39.275999999999996,,,residential
179.13,,,residential
78.294,,,residential
35.533,,,residential
62.234,,,residential
237.761,,,residential
79.268,,,residential
78.294,,,residential
128.448,,,residential
237.145,,,residential
79.37,,,residential
79.268,,,residential
199.112,,,residential
237.05199999999996,,,residential
79.37,,,residential
79.481,,,residential
236.06,,,residential
237.06599999999997,,,residential
237.058,,,residential
237.15300000000002,,,residential
79.259,,,residential
79.481,,,residential
216.942,,,residential
237.059,,,residential
79.49000000000001,,,residential
79.259,,,residential
78.943,,,residential
237.084,,,residential
78.464,,,residential
79.49,,,residential
208.308,,,residential
69.53999999999999,,,residential
79.322,,,residential
78.712,,,residential
153.653,,,residential
208.308,,,residential
78.81,,,tertiary
79.276,,,tertiary
79.337,,,residential
78.644,,,residential
282.472,,,residential
153.65300000000002,,,residential
79.112,,,residential
315.54,,,residential
282.472,,,residential
78.971,,,residential
83.396,,,tertiary
315.54,,,residential
80.00999999999999,,,tertiary
48.521,,,residential
246.85200000000003,,,tertiary
79.51199999999999,,,residential
48.520999999999994,,,residential
257.618,,,residential
79.15299999999999,,,residential
79.512,,,residential
196.772,25 mph,,residential
219.719,25 mph,,residential
79.376,,,residential
79.15299999999999,,,residential
126.722,,,residential
79.376,,,residential
67.906,,,residential
220.882,,,residential
31.11,25 mph,5,primary
81.61699999999999,25 mph,5,primary
83.26,,,residential
208.632,,,residential
19.848,,,secondary
284.80899999999997,,,residential
106.015,,,secondary
81.804,,,residential
221.49300000000002,,,residential
93.61899999999999,,,residential
221.493,,,residential
77.49000000000001,,2,tertiary
79.588,,,tertiary
187.727,,,residential
78.342,,,tertiary
79.139,,,residential
183.476,,,residential
187.727,,,residential
77.638,,,residential
183.476,,,residential
79.341,,,secondary
72.639,,,tertiary
76.04,,,tertiary
58.363,,,residential
23.144,,,residential
58.363,,,residential
162.968,,3,primary
14.239,,,residential
75.801,,,residential
86.67300000000002,,,residential
233.74999999999997,25 mph,,residential
180.474,25 mph,,residential
78.097,,,residential
75.801,,,residential
157.07500000000002,,,residential
160.984,,,residential
78.097,,,residential
30.453,,,residential
136.685,,,residential
47.066,,,residential
30.453,,,residential
60.638,,,residential
41.703,,,residential
127.60000000000001,,,residential
127.60000000000001,,,residential
153.388,,,residential
64.202,,,residential
50.53,,,residential
178.496,,,residential
12.405,,,residential
178.496,,,residential
46.245999999999995,,,residential
347.909,,,residential
347.909,,,residential
38.429,,,residential
92.694,,,residential
70.417,,,residential
92.694,,,residential
313.21900000000005,,,residential
10.656,,,residential
44.381,,,residential
13.613,,3,primary
139.31,,,residential
139.31,,,residential
87.679,,,residential
82.453,,,residential
136.078,,,residential
281.539,,,residential
34.167,,,residential
76.318,,,residential
219.62899999999996,,,residential
200.996,,,residential
79.321,25 mph,,residential
79.375,25 mph,,residential
203.703,,,residential
79.048,25 mph,,residential
78.575,25 mph,,residential
204.49800000000002,,,residential
79.64899999999999,25 mph,,residential
78.99300000000001,25 mph,,residential
79.078,25 mph,,residential
60.337,25 mph,,residential
35.293,30 mph,4,primary
97.357,,,residential
88.45100000000001,,,residential
97.357,,,residential
147.554,,,residential
39.649,,,residential
39.649,,,residential
48.765,,,residential
154.796,,,residential
83.172,25 mph,,residential
92.33,,,residential
93.55,,,residential
154.796,,,residential
75.874,,,residential
93.55,,,residential
76.655,,,residential
140.43099999999998,,,residential
75.874,,,residential
76.701,,,residential
76.655,,,residential
82.889,,,residential
76.701,,,residential
140.112,,,residential
82.889,,,residential
80.242,,,residential
81.269,,,residential
80.242,,,residential
115.92099999999999,,,residential
220.253,,,residential
80.006,,,residential
159.448,25 mph,,residential
85.05,,,residential
173.323,25 mph,1,residential
100.88899999999998,,,residential
92.45,,,residential
58.673,,,residential
50.42400000000001,,,residential
92.45,,,residential
46.937,,,residential
150.345,,,residential
88.44299999999998,,,residential
36.248999999999995,,,residential
63.79,,,residential
96.26299999999999,,,residential
125.926,,,residential
63.79,,,residential
114.393,,,residential
66.28399999999999,,,residential
171.44200000000004,,,residential
77.422,,,residential
66.28399999999999,,,residential
190.237,,,residential
31.893,,,residential
77.422,,,residential
203.047,,,residential
31.893,,,residential
376.016,,,residential
123.798,,,residential
376.0160000000001,,,residential
38.938,,,residential
82.545,,,residential
123.798,,,residential
38.938,,,residential
98.595,,,residential
97.051,,,residential
85.29499999999999,,2,residential
98.206,,2,residential
81.12800000000001,,3,residential
147.02300000000002,,3,residential
256.46799999999996,,,residential
79.046,,3,residential
81.12800000000001,,3,residential
248.203,,,residential
79.375,,3,residential
79.046,,3,residential
211.96200000000002,,,residential
79.023,,3,residential
79.375,,3,residential
57.853,,,residential
259.192,,,residential
104.38,,3,residential
79.051,,3,residential
51.864000000000004,,,residential
53.93599999999999,,,residential
104.38000000000001,,3,residential
188.498,,,residential
79.74,,,residential
53.93599999999999,,,residential
78.945,,,residential
79.74000000000001,,,residential
247.26500000000001,,,residential
78.52500000000002,,,residential
78.945,,,residential
155.88,,,residential
79.166,,,residential
78.525,,,residential
79.439,,,residential
79.166,,,residential
247.975,,,residential
100.43,,,residential
82.325,,,residential
79.439,,,residential
82.25699999999999,,,residential
82.325,,,residential
248.154,,,tertiary
72.054,,,tertiary
247.967,,,residential
72.979,,,residential
82.25699999999999,,,residential
5.635,,,residential
20.104999999999997,,,residential
78.12700000000001,,,residential
78.884,,,residential
105.621,,,residential
198.21699999999998,,,residential
77.997,,,residential
78.884,,,residential
154.523,,,residential
77.997,,,residential
60.368,,,residential
191.858,,,residential
154.52300000000002,,,residential
10.477,,,residential
13.791,,,residential
100.761,30 mph,"['4', '5', '3']",primary
137.30599999999998,,,residential
118.63600000000001,,,residential
141.065,,,residential
168.612,,,residential
113.787,,,residential
76.461,25 mph,1,residential
123.95,25 mph,1,residential
76.659,25 mph,1,residential
37.113,25 mph,1,residential
144.875,,,residential
77.77600000000001,25 mph,,residential
82.293,25 mph,,residential
100.28799999999998,25 mph,,residential
78.699,,2,primary
67.356,,,residential
79.15400000000001,,,residential
73.551,,,residential
138.943,,,residential
78.842,,,residential
225.589,20 mph,,residential
75.951,,1,residential
242.743,20 mph,,residential
75.843,25 mph,1,tertiary
41.197,20 mph,,residential
27.213,,,primary
110.81800000000001,,,residential
72.514,25 mph,4,primary
107.51199999999999,,,residential
122.91300000000001,,,residential
68.303,,,residential
79.037,,,residential
79.287,,,residential
68.303,,,residential
69.732,,,residential
71.94699999999999,,,residential
199.2,,,residential
65.626,,,residential
70.435,,,residential
257.017,,,residential
55.311,,,secondary
72.45,,,secondary
81.718,,,tertiary
32.385000000000005,,,tertiary
196.35600000000002,,,residential
78.732,,,residential
79.63600000000001,,,residential
253.79600000000002,,,residential
79.164,,2,residential
55.042,,2,residential
27.213,,,primary
44.612,,,residential
69.612,,,primary
237.645,,,residential
75.84800000000001,,,residential
110.34199999999998,,,residential
49.768,,,tertiary
32.385000000000005,,,tertiary
218.517,,,residential
108.30600000000001,,,residential
151.961,,,residential
79.333,,,residential
232.59199999999998,,,residential
79.333,,,residential
32.316,,,residential
11.59,20 mph,,residential
105.55799999999999,20 mph,,residential
124.01100000000001,20 mph,,residential
72.248,20 mph,,residential
76.16,20 mph,,residential
200.766,20 mph,,residential
77.778,20 mph,,residential
191.28799999999998,20 mph,,residential
77.781,20 mph,,residential
76.16999999999999,20 mph,,residential
200.81799999999998,20 mph,,residential
59.641,20 mph,,residential
66.44800000000001,20 mph,,residential
20.41,20 mph,,residential
78.789,20 mph,,residential
132.534,20 mph,,residential
64.191,,,tertiary
10.389,,,residential
240.609,,,residential
368.361,,,secondary
274.007,,,secondary
240.609,,,residential
78.869,,,primary
218.459,,,primary
111.55699999999999,,,residential
156.196,25 mph,,residential
79.065,,,residential
286.618,,,residential
156.94599999999997,,,residential
79.33,,,residential
156.881,,,residential
79.00200000000001,,,residential
157.41699999999997,,,residential
79.53200000000001,,,residential
157.12499999999997,,,residential
79.204,25 mph,,residential
79.26599999999999,25 mph,,residential
157.47000000000003,,,residential
157.899,25 mph,,residential
78.366,25 mph,,residential
152.661,25 mph,,residential
79.91,25 mph,,residential
152.29200000000003,,,residential
79.336,25 mph,,residential
158.013,25 mph,,residential
79.06800000000001,25 mph,,residential
152.18899999999996,25 mph,,residential
79.203,25 mph,,residential
158.38199999999998,,,residential
78.14500000000001,,,residential
79.27,25 mph,,residential
158.677,,,residential
79.338,25 mph,,residential
151.303,25 mph,,residential
79.338,25 mph,,residential
158.998,,,residential
151.22600000000003,,,residential
78.17699999999999,25 mph,,residential
150.939,,,residential
80.16499999999999,25 mph,,residential
150.66199999999998,,,residential
79.002,,,residential
159.97099999999998,,,residential
79.20400000000001,,,residential
79.274,,,residential
133.327,,,residential
78.25500000000001,,,residential
79.00200000000001,,,residential
56.593,,,residential
166.29200000000003,,,residential
84.032,,,unclassified
193.88099999999997,,,unclassified
208.12599999999998,,,unclassified
84.032,,,unclassified
58.843,,,unclassified
185.92600000000002,,,unclassified
73.71199999999999,,,unclassified
1.426,,,unclassified
193.881,,,unclassified
59.314,,,unclassified
75.831,,,residential
151.38799999999998,25 mph,,secondary
39.716,,,residential
75.831,,,residential
223.746,,,residential
49.561,,,residential
80.401,,,residential
39.716,,,residential
202.09199999999998,,,residential
81.099,,,residential
74.899,,,residential
196.92800000000003,,,residential
81.099,,,residential
82.492,,,residential
176.49200000000002,,,residential
82.492,,,residential
184.389,,,residential
120.321,,,residential
79.076,,,residential
59.467999999999996,,,residential
124.5,,,residential
80.33200000000001,,,residential
79.076,,,residential
65.63499999999999,,,residential
118.33200000000001,,,residential
78.706,,,residential
80.33200000000001,,,residential
64.578,,,residential
125.085,,,residential
79.318,,,residential
78.706,,,residential
62.982000000000006,,,residential
133.191,,,residential
62.359,,,residential
79.318,,,residential
61.235,,,residential
141.477,,,residential
67.476,,,tertiary
152.95600000000002,,,residential
62.359,,,residential
70.6,,,tertiary
74.315,,,tertiary
156.925,,,residential
152.956,,,residential
59.658,,,tertiary
166.266,,,residential
156.925,,,residential
41.588,,,residential
84.05999999999999,,,residential
23.103,,,residential
166.266,,,residential
91.657,,,residential
126.17299999999999,,,residential
126.731,,,residential
121.331,,,residential
104.32700000000001,,,residential
102.762,,,residential
31.171999999999997,,,residential
31.171999999999997,,,residential
28.826,,,residential
163.796,,,residential
75.492,,,residential
213.978,,,residential
83.321,,,residential
77.115,,,residential
83.961,,,residential
75.637,,,residential
190.613,,,residential
43.02,,,residential
50.32,,,residential
58.008,,,residential
13.65,,,residential
80.08800000000001,,2,primary
172.71699999999998,,,residential
79.197,,,residential
79.394,,,residential
205.19,,,residential
203.844,,,residential
79.358,,,residential
79.16900000000001,,,residential
79.22900000000001,,,residential
79.08500000000001,,,residential
167.222,,,residential
79.824,25 mph,2,secondary
80.219,25 mph,2,secondary
154.747,,,residential
154.747,,,residential
152.94799999999998,,,residential
79.299,,,residential
79.312,,,residential
79.446,,,residential
79.31099999999999,,,residential
152.94799999999998,,,residential
110.09,,,residential
77.827,25 mph,,tertiary
110.09,,,residential
167.549,,,residential
206.325,,,tertiary
217.809,,,residential
167.549,,,residential
78.56099999999999,,,residential
117.212,,,residential
78.955,,,residential
43.582,,,residential
217.80899999999997,,,residential
30.427,,,residential
182.79500000000002,,,residential
77.616,,,residential
183.05599999999998,,,residential
86.01299999999999,,,residential
86.796,,,residential
73.761,,,residential
183.065,,,residential
70.71900000000001,,,residential
86.821,,,residential
76.05900000000001,,,residential
260.75300000000004,,,residential
325.349,,,residential
86.987,25 mph,2,residential
87.82600000000001,25 mph,,residential
73.6,25 mph,"['2', '3']",primary
108.07799999999999,25 mph,,residential
75.27999999999999,25 mph,,residential
54.294000000000004,25 mph,,residential
74.259,25 mph,,residential
19.551000000000002,25 mph,,residential
353.439,,,secondary
106.417,25 mph,,unclassified
106.417,25 mph,,unclassified
79.253,25 mph,,unclassified
120.263,25 mph,,unclassified
142.339,25 mph,,unclassified
123.947,25 mph,,unclassified
120.263,25 mph,,unclassified
79.542,25 mph,,unclassified
78.68900000000001,25 mph,,unclassified
78.723,25 mph,,unclassified
79.438,25 mph,,unclassified
266.495,25 mph,,unclassified
123.947,25 mph,,unclassified
3.794,25 mph,2,secondary
22.521,25 mph,2,secondary
266.49499999999995,25 mph,,unclassified
114.90899999999999,,,residential
148.12900000000002,25 mph,2,secondary
22.521,25 mph,2,secondary
78.578,25 mph,,residential
114.90899999999999,,,residential
154.058,25 mph,,unclassified
80.84,,,residential
4.626,25 mph,2,tertiary
68.878,25 mph,2,tertiary
216.64800000000002,25 mph,,residential
10.531,25 mph,,residential
76.461,25 mph,1,tertiary
76.372,25 mph,2,residential
76.134,25 mph,2,residential
109.17399999999999,25 mph,,residential
76.44,25 mph,,residential
226.187,25 mph,,residential
109.509,,,residential
77.827,,,residential
79.597,,,residential
114.975,,,residential
109.509,,,residential
78.81599999999999,,,residential
80.551,,2,secondary
114.975,,,residential
48.036,,2,secondary
264.165,,,residential
155.661,,,residential
113.431,,,residential
77.662,,,secondary
116.559,,,secondary
78.67300000000002,,,residential
78.92899999999999,,,residential
73.592,,,residential
124.607,,,residential
76.18100000000001,,,residential
141.48600000000002,,,residential
76.18100000000001,,,residential
76.017,,,residential
244.983,,,residential
139.327,,,residential
151.54199999999997,,,secondary
71.243,,,secondary
126.315,,,residential
192.923,,,residential
120.553,,,residential
106.497,,,residential
137.081,,,residential
107.815,,4,primary
108.005,,4,primary
208.30200000000002,,,residential
130.807,,,residential
109.329,,,residential
159.52999999999997,,,residential
110.446,,1,tertiary
25.811,,,tertiary
190.523,,,residential
82.913,,,residential
85.422,,,residential
287.777,,,residential
85.493,,,residential
85.422,,,residential
79.07,,,residential
83.11499999999998,,,residential
85.493,,,residential
224.197,,,residential
83.11500000000001,,,residential
133.324,,,residential
95.487,,2,residential
135.61599999999999,,2,residential
74.634,,2,residential
135.61599999999999,,2,residential
76.20700000000001,,2,residential
138.75,,2,residential
137.736,25 mph,1,residential
153.402,25 mph,2,residential
47.412,,,residential
61.665,,,residential
86.043,,,residential
27.673,,,residential
218.159,,,residential
124.49499999999998,,,residential
62.016000000000005,,,residential
110.172,,,residential
81.964,,,residential
89.548,,,residential
151.04500000000002,25 mph,1,residential
44.111000000000004,20 mph,1,residential
74.385,20 mph,1,residential
141.30599999999998,25 mph,1,residential
93.17500000000001,20 mph,1,residential
86.726,20 mph,1,residential
191.78100000000003,25 mph,3,residential
385.196,30 mph,3,trunk
192.747,25 mph,2,residential
160.819,,,residential
60.904,30 mph,3,secondary
244.007,,,residential
160.819,,,residential
78.783,,2,residential
79.062,,2,residential
244.007,,,residential
78.703,,,residential
79.298,,,residential
217.727,,,residential
21.494,,2,residential
217.727,,,residential
78.926,,,residential
78.951,,,residential
161.326,25 mph,2,residential
72.728,,,residential
79.339,25 mph,2,residential
79.48,,,secondary
31.999,,,secondary
206.77,,,residential
79.081,,,residential
79.275,,,residential
201.119,,,residential
206.77,,,residential
79.053,25 mph,2,residential
78.958,25 mph,2,residential
232.203,,,residential
201.119,,,residential
81.968,25 mph,2,secondary
81.701,25 mph,2,secondary
152.029,,,residential
232.203,,,residential
78.974,,,residential
78.966,,,residential
208.327,,,residential
152.029,,,residential
79.208,25 mph,2,residential
78.812,25 mph,2,residential
195.26,,,residential
208.327,,,residential
79.089,,,tertiary
78.966,,,tertiary
193.12700000000004,,,residential
195.26,,,residential
7.791,,,residential
30.219,,,secondary
37.293,,,residential
65.861,,,residential
98.996,,,residential
201.056,,,residential
37.293,,,residential
82.249,,,residential
54.197,,,residential
201.056,,,residential
79.087,,,residential
82.13,,,residential
216.78199999999998,,,residential
157.9,,,residential
216.78199999999998,,,residential
78.975,,,residential
82.37799999999999,,,residential
85.051,,,tertiary
250.60299999999998,,,residential
157.9,,,residential
82.809,,,tertiary
139.366,,,residential
82.683,,,residential
250.60299999999998,,,residential
53.817,,,residential
139.366,,,residential
90.161,,,tertiary
86.17,,,tertiary
186.62599999999998,,,residential
82.099,,,residential
186.62599999999998,,,residential
79.05000000000001,,,residential
200.1,,,residential
304.217,,,residential
77.134,,,residential
78.131,,,residential
76.901,,,residential
229.992,25 mph,,residential
76.703,,,residential
79.187,,,residential
268.47400000000005,,,residential
147.395,25 mph,,residential
85.101,25 mph,,primary
78.937,25 mph,,residential
202.04,,,residential
85.61099999999999,,,residential
161.058,,,primary
80.325,,,primary
16.595,,,residential
167.279,,,residential
16.595,,,residential
83.252,,,residential
167.279,,,residential
88.33399999999999,,,residential
230.077,25 mph,,residential
84.633,30 mph,4,trunk
101.22,25 mph,,residential
230.077,25 mph,,residential
99.11,25 mph,,residential
197.191,,,residential
81.094,,4,primary
77.552,,,residential
77.24199999999999,,,residential
77.473,,,residential
79.295,,,residential
42.231,,,residential
155.585,,,residential
144.569,,,residential
14.565,,,residential
14.537,,,residential
17.343,,,residential
279.154,,,residential
137.15699999999998,25 mph,2,residential
84.111,25 mph,2,residential
122.671,,,residential
192.636,,,residential
279.154,,,residential
120.375,,,residential
105.038,,,residential
86.428,,,residential
192.636,,,residential
91.29,,,tertiary
53.237,,,tertiary
57.632,,,residential
95.271,,,residential
57.632,,,residential
127.51199999999999,,,residential
75.624,,,residential
36.271,,,residential
69.529,,,residential
52.489,25 mph,1,residential
80.284,25 mph,2,tertiary
17.411,25 mph,2,tertiary
80.24,25 mph,1,residential
157.13,25 mph,1,residential
38.247,25 mph,2,residential
